time,rad2,rad3
897,0.004489059,0.006995143
898,0.004489531,0.006995879
899,0.004038138,0.006585661
900,0.004038988,0.006587047
901,0.004321695,0.006540308
902,0.00432215,0.006540996
903,0.004040264,0.00663657
904,0.004041114,0.006637967
905,0.003532092,0.006293806
906,0.003532464,0.006294469
907,0.003080495,0.005790391
908,0.003081143,0.00579161
909,0.004270803,0.006847918
910,0.004271252,0.006848639
911,0.004611584,0.006754374
912,0.004612554,0.006755796
913,0.004725773,0.006550641
914,0.00472627,0.00655133
915,0.003083738,0.005646015
916,0.003084063,0.00564661
917,0.003197505,0.00584902
918,0.003197841,0.005849636
919,0.004161593,0.006455628
920,0.004162031,0.006456308
921,0.003936845,0.006154883
922,0.003937259,0.006155531
923,0.004844621,0.007161443
924,0.00484513,0.007162197
925,0.003994415,0.006006811
926,0.003995256,0.006008076
927,0.002577714,0.005098576
928,0.002577985,0.005099112
929,0.004735232,0.006514563
930,0.004736229,0.006515934
931,0.004225562,0.006061076
932,0.004226006,0.006061714
933,0.00360216,0.005254266
934,0.003602918,0.005255372
935,0.003660004,0.005306744
936,0.003660389,0.005307303
937,0.004000725,0.005509592
938,0.004001146,0.005510172
939,0.003718846,0.00591651
940,0.003719237,0.005917132
941,0.00258233,0.004905074
942,0.002582601,0.004905591
943,0.005028041,0.006671584
944,0.005028571,0.006672286
945,0.004175632,0.006377229
946,0.004176071,0.006377901
947,0.003779576,0.005720733
948,0.003779974,0.005721335
949,0.00497422,0.006531725
950,0.004974743,0.006532413
951,0.002756412,0.004658578
952,0.002756993,0.004659559
953,0.002643967,0.004456302
954,0.002644245,0.004456771
955,0.002702093,0.004761333
956,0.002702662,0.004762336
957,0.003670418,0.006032151
958,0.003670805,0.006032786
959,0.004525108,0.006589361
960,0.00452606,0.006590748
961,0.004755208,0.006339676
962,0.004755708,0.006340343
963,0.003673123,0.005883593
964,0.00367351,0.005884212
965,0.004186632,0.006545488
966,0.004187073,0.006546177
967,0.003275758,0.005226514
968,0.003276103,0.005227064
969,0.003961366,0.005990637
970,0.003961783,0.005991268
971,0.004189718,0.005991898
972,0.004190159,0.005992529
973,0.00293587,0.004925767
974,0.002936179,0.004926285
975,0.003564206,0.005690157
976,0.003564581,0.005690756
977,0.003736893,0.005435892
978,0.00373768,0.005437037
979,0.003280934,0.005437609
980,0.003281279,0.005438181
981,0.003624596,0.005489873
982,0.003625359,0.005491029
983,0.004024797,0.005696149
984,0.00402522,0.005696748
985,0.003797917,0.005340922
986,0.003798717,0.005342046
987,0.003684739,0.005036433
988,0.003685126,0.005036963
989,0.004027763,0.005139519
990,0.004028611,0.005140601
991,0.00288664,0.004121672
992,0.002886944,0.004122106
993,0.002599781,0.005192945
